Name,Description,Servers
APP-0011631,generate sticky action-items,"SRV-0101776, SRV-1009569, SRV-1006531, SRV-1003938, SRV-1006456, SRV-0109505, SRV-1001409, SRV-0108611"
APP-0006680,utilize open-source synergies,"SRV-0108811, SRV-1003968"
APP-0001921,orchestrate B2C models,"SRV-0102958, SRV-1005069, SRV-0104319, SRV-0103526, SRV-0108136, SRV-0104596, SRV-0105316, SRV-1002543, SRV-1001079"
APP-0013613,envisioneer cross-media e-business,"SRV-0109084, SRV-1008417, SRV-0101034, SRV-0109763"
APP-0014810,maximize granular paradigms,"SRV-0102267, SRV-0108507, SRV-0109453, SRV-1008983, SRV-010583, SRV-0104237, SRV-010818, SRV-1006461, SRV-0106396"
APP-0013623,visualize e-business networks,"SRV-100174, SRV-1004145, SRV-0107261, SRV-0108906, SRV-0108092, SRV-0101919"
APP-0017117,syndicate wireless interfaces,"SRV-010196, SRV-0104960, SRV-0103747, SRV-0105713, SRV-0104665, SRV-0109788, SRV-0109174"
APP-0019992,grow intuitive paradigms,"SRV-0104263, SRV-0105808, SRV-0104680"
APP-0016022,exploit sticky portals,"SRV-1005847, SRV-1006711, SRV-1009305, SRV-1004845, SRV-0105069, SRV-0107218, SRV-100659, SRV-1003507, SRV-0104640, SRV-1006897"
APP-0003101,aggregate value-added markets,"SRV-1007130, SRV-100501, SRV-1001887, SRV-0103184"
APP-0011190,mesh mission-critical applications,"SRV-0103024, SRV-1006596, SRV-1006630, SRV-1002898, SRV-0103588, SRV-100694"
APP-0002485,benchmark intuitive eyeballs,"SRV-1002524, SRV-1005607"
APP-0005743,extend virtual markets,"SRV-1003670, SRV-1006188, SRV-100188, SRV-0105811, SRV-1009385, SRV-1009297, SRV-0101748, SRV-1005465, SRV-0104445"
APP-0012728,implement strategic bandwidth,SRV-1003550
APP-0008363,envisioneer user-centric convergence,"SRV-1001786, SRV-1004821, SRV-1005597, SRV-0107228, SRV-1006104, SRV-0104093, SRV-0101540, SRV-0103674, SRV-010948"
APP-0003984,incubate efficient architectures,"SRV-1005699, SRV-1001136, SRV-1001646, SRV-0105340, SRV-1001160, SRV-1008614, SRV-1001085"
APP-0017094,brand e-business infrastructures,"SRV-1003410, SRV-1004395, SRV-0103186, SRV-1005566, SRV-1008606, SRV-010775, SRV-100642"
APP-0017800,extend distributed schemas,"SRV-1001099, SRV-100533"
APP-0003591,cultivate granular synergies,"SRV-0104410, SRV-0109101"
APP-0009448,revolutionize visionary action-items,"SRV-0108248, SRV-1005066, SRV-1006575, SRV-0109341"
APP-0004676,engage scalable web-readiness,"SRV-1003895, SRV-0107585, SRV-1004989, SRV-0102508"
APP-0007737,benchmark extensible initiatives,"SRV-0102633, SRV-0107320, SRV-0103692, SRV-0109934, SRV-1002041, SRV-1002956, SRV-010352"
APP-0012646,incubate 24/7 solutions,"SRV-0104174, SRV-010223, SRV-1008788, SRV-1003990, SRV-0102984, SRV-0105664, SRV-0108624, SRV-1008696, SRV-0102862"
APP-0016393,integrate web-enabled e-business,"SRV-010245, SRV-0104739, SRV-1009581, SRV-0102492, SRV-0101350, SRV-0106053, SRV-0103290, SRV-1006778, SRV-0106929, SRV-1001521"
APP-0006023,re-intermediate compelling vortals,SRV-0107625
APP-0009398,integrate efficient mindshare,"SRV-1005493, SRV-010705, SRV-010804, SRV-1009255, SRV-1003376"
APP-0006848,grow seamless markets,"SRV-0107219, SRV-0105220"
APP-0006464,leverage seamless e-commerce,"SRV-0108944, SRV-0102166, SRV-0102085, SRV-1009724, SRV-0101725, SRV-1004074, SRV-1006494, SRV-1007586, SRV-010331"
APP-0009455,leverage strategic metrics,"SRV-0105541, SRV-010597, SRV-1002565"
APP-0001117,whiteboard killer technologies,"SRV-1002529, SRV-0109764, SRV-1002062, SRV-1002478"
APP-0005627,architect mission-critical platforms,SRV-010963
APP-0018618,mesh intuitive content,"SRV-1008495, SRV-0101405, SRV-1005333"
APP-0014171,seize frictionless partnerships,"SRV-0104111, SRV-0101906, SRV-0108853, SRV-100157, SRV-1008053, SRV-0101880, SRV-0108437, SRV-0105073"
APP-0010418,seize web-enabled functionalities,"SRV-1005944, SRV-0108246, SRV-1007309, SRV-0108291, SRV-0108163"
APP-0001744,exploit granular functionalities,"SRV-1004767, SRV-1003846, SRV-1007498"
APP-0014144,re-contextualize scalable interfaces,"SRV-1003178, SRV-1005149"
APP-0013231,unleash collaborative methodologies,"SRV-0102046, SRV-0101311, SRV-0105265, SRV-1001889, SRV-1008612"
APP-0011841,disintermediate value-added e-services,"SRV-0101820, SRV-0101547, SRV-1003084, SRV-1003826, SRV-010592, SRV-1001286, SRV-0109418, SRV-0105523, SRV-0101017"
APP-0007060,e-enable bleeding-edge supply-chains,"SRV-0106175, SRV-0109564, SRV-0108841, SRV-1009551, SRV-010534, SRV-1004919"
APP-0017036,mesh end-to-end info-mediaries,"SRV-0101314, SRV-1002119, SRV-0102966, SRV-0103896"
APP-0009888,transition impactful e-markets,SRV-0101165
APP-0007822,deliver sticky applications,"SRV-1001460, SRV-0106317, SRV-0108953, SRV-0106438, SRV-1005721, SRV-1009958, SRV-1003311, SRV-1001952, SRV-1001750, SRV-1005013"
APP-0016180,deploy bricks-and-clicks channels,"SRV-100520, SRV-100886, SRV-1009954, SRV-0101547, SRV-0103015, SRV-0101621"
APP-0012955,orchestrate web-enabled e-business,"SRV-0104959, SRV-1007196, SRV-0103564"
APP-0003310,empower e-business deliverables,"SRV-010573, SRV-100759, SRV-0109585, SRV-0105056, SRV-0109465, SRV-1009553, SRV-1003022, SRV-0105475"
APP-0002766,deploy user-centric supply-chains,SRV-0102505
APP-0012646,benchmark compelling e-markets,"SRV-0102806, SRV-1007586, SRV-1005529"
APP-0009784,deliver B2B initiatives,"SRV-0105109, SRV-0109361, SRV-1008310, SRV-1003662, SRV-1007167, SRV-0101093, SRV-1004250, SRV-1004758, SRV-1007391, SRV-100959"
APP-0003914,transform scalable eyeballs,"SRV-0103923, SRV-0106580, SRV-0103893, SRV-010633"
APP-0017127,re-contextualize cutting-edge functionalities,"SRV-0105832, SRV-1008791"
APP-0001345,extend dot-com info-mediaries,SRV-0107063
APP-0018694,re-contextualize wireless e-markets,"SRV-1001350, SRV-010843, SRV-1004569"
APP-0013400,re-intermediate out-of-the-box technologies,"SRV-1007696, SRV-0102689, SRV-010375"
APP-0007029,utilize rich initiatives,"SRV-100994, SRV-100468, SRV-1005137, SRV-0108542, SRV-0107237, SRV-1008704, SRV-0101360, SRV-0106809, SRV-0107697, SRV-1005690"
APP-0016992,seize out-of-the-box web services,"SRV-1004012, SRV-1005378, SRV-1002165, SRV-0101406, SRV-0103833"
APP-0012853,deliver dot-com supply-chains,"SRV-0101005, SRV-1001617, SRV-010155, SRV-0105157"
APP-0014852,transform integrated methodologies,"SRV-0108444, SRV-1006442"
APP-0012723,harness robust web-readiness,"SRV-10043, SRV-0107008, SRV-1001348, SRV-1007538, SRV-1004921, SRV-1003804, SRV-0101487, SRV-0101114, SRV-1003044, SRV-1009981"
APP-0009864,engage scalable architectures,"SRV-0101307, SRV-0106021, SRV-1008744, SRV-0104960, SRV-1003480, SRV-1005122, SRV-1001647, SRV-0102629, SRV-0105735, SRV-0109118"
APP-0013149,drive revolutionary ROI,SRV-0107888
APP-0017489,grow world-class vortals,"SRV-0106701, SRV-1008151, SRV-0102190, SRV-1005682, SRV-1003420, SRV-1008961"
APP-0011919,cultivate leading-edge portals,"SRV-1005520, SRV-1005388, SRV-0109865, SRV-1002012, SRV-100774, SRV-1006017"
APP-0016249,engineer back-end paradigms,"SRV-1008575, SRV-1005012, SRV-0109228, SRV-01062, SRV-1003783, SRV-1006022, SRV-0103472, SRV-0104151"
APP-0000467,implement turn-key initiatives,"SRV-0102550, SRV-1003161, SRV-0105422, SRV-1003276, SRV-1001264, SRV-100868, SRV-1008547, SRV-1001857, SRV-0101587"
APP-0008379,incubate scalable eyeballs,"SRV-1007706, SRV-1004803, SRV-1004553, SRV-1001117, SRV-0105265, SRV-0106618, SRV-0105599, SRV-0108901, SRV-0109055"
APP-0001603,enable cutting-edge convergence,"SRV-1004194, SRV-0108502, SRV-1004979, SRV-1003633, SRV-0103828, SRV-1003229, SRV-1002606, SRV-1003267, SRV-1002759"
APP-0008706,evolve sticky content,"SRV-1005602, SRV-1007653, SRV-0108770, SRV-0106479, SRV-1004204, SRV-1007025, SRV-1006187, SRV-0108514"
APP-0019961,envisioneer customized supply-chains,"SRV-0107323, SRV-1002163, SRV-0103875, SRV-1003680, SRV-0104786, SRV-0106100, SRV-0109443, SRV-1008572, SRV-0109008, SRV-0104885"
APP-0003932,strategize extensible deliverables,"SRV-0107884, SRV-0104017, SRV-0109286, SRV-1004190, SRV-100501"
APP-0007206,enhance transparent solutions,"SRV-1005472, SRV-1006448, SRV-100857, SRV-0107404, SRV-0105261, SRV-1008624, SRV-0104607, SRV-0102457"
APP-0009280,whiteboard intuitive niches,"SRV-100178, SRV-0107424, SRV-1003644, SRV-0102384, SRV-0107619, SRV-010360, SRV-0103599, SRV-1004004, SRV-0103896, SRV-1006591"
APP-0003989,utilize cross-media e-markets,"SRV-1008603, SRV-1009592, SRV-0104321, SRV-0109001, SRV-1009431"
APP-0003791,implement dynamic niches,"SRV-0102067, SRV-1005072, SRV-1002723"
APP-0000968,cultivate turn-key e-tailers,"SRV-0108689, SRV-0101273, SRV-0101584, SRV-0104649, SRV-1004774, SRV-0105554, SRV-1002536, SRV-0109341, SRV-0109925"
APP-0013671,re-intermediate dynamic action-items,"SRV-1003875, SRV-0102719, SRV-1007324"
APP-0005102,generate plug-and-play web services,"SRV-0109342, SRV-1008603"
APP-0003151,expedite user-centric functionalities,"SRV-0104346, SRV-1006257, SRV-1005249, SRV-1006728, SRV-1009196, SRV-0105666, SRV-1003949"
APP-0006700,empower robust convergence,"SRV-0104815, SRV-1003369, SRV-100205, SRV-1007281, SRV-0107681, SRV-100447, SRV-0107301, SRV-0109257, SRV-1001558, SRV-0104575"
APP-0017110,engineer holistic synergies,"SRV-1002272, SRV-1002869, SRV-1001626"
APP-0013979,embrace cross-platform communities,"SRV-1006235, SRV-1006947, SRV-1006112, SRV-0105657"
APP-0018734,brand bleeding-edge e-services,"SRV-0101631, SRV-1008767, SRV-010530"
APP-0007229,embrace cutting-edge e-business,"SRV-1005632, SRV-1008390, SRV-1005357, SRV-1008007, SRV-0101350, SRV-0105507"
APP-0011886,architect scalable experiences,"SRV-0105013, SRV-1008094, SRV-0109817, SRV-1005288, SRV-0108274"
APP-0008815,implement leading-edge niches,"SRV-0108959, SRV-1001598"
APP-0014591,visualize compelling channels,"SRV-1008566, SRV-0105656, SRV-1001661"
APP-0005024,strategize end-to-end infrastructures,"SRV-0105641, SRV-0108528, SRV-1006947, SRV-0106677, SRV-0101689, SRV-0109752, SRV-100294, SRV-1005050, SRV-1004980, SRV-0104769"
APP-0005383,aggregate sticky web services,"SRV-100157, SRV-1002238, SRV-1009398, SRV-0102314, SRV-10065, SRV-0101542, SRV-1004357, SRV-1003407, SRV-0103169, SRV-0105381"
APP-0009816,monetize rich infrastructures,"SRV-0107070, SRV-1004604, SRV-1008232, SRV-0104743, SRV-1006839, SRV-0101810, SRV-0101541"
APP-0012583,drive front-end metrics,"SRV-0105753, SRV-0105803, SRV-1004574, SRV-0109918, SRV-1001954, SRV-0109856, SRV-0109408, SRV-1005262, SRV-0104783"
APP-0009748,mesh integrated web-readiness,"SRV-0101126, SRV-0104854, SRV-1002640, SRV-0103375, SRV-1004510, SRV-0105072, SRV-0106491, SRV-1007950"
APP-0005687,streamline dynamic channels,"SRV-0102703, SRV-1004637"
APP-0005696,streamline out-of-the-box methodologies,"SRV-1006107, SRV-100696, SRV-1006012, SRV-1008231, SRV-1001541, SRV-1008670, SRV-0103665, SRV-0109947, SRV-10015"
APP-0014380,evolve cross-platform applications,"SRV-1007069, SRV-0109717, SRV-1001876, SRV-0107560, SRV-0105488, SRV-1006856, SRV-1004755, SRV-1002362, SRV-100924, SRV-0102329"
APP-0010848,implement granular mindshare,"SRV-1004906, SRV-0101364"
APP-0017140,repurpose user-centric mindshare,"SRV-0105358, SRV-1005504, SRV-1009813, SRV-0109048, SRV-1003235"
APP-0011870,seize dynamic users,"SRV-1004362, SRV-1005075, SRV-1005526, SRV-1003869, SRV-0108987"
APP-0015069,synergize viral info-mediaries,"SRV-1001306, SRV-1004023, SRV-1002177, SRV-1007071, SRV-1003395, SRV-1004754, SRV-0107948, SRV-0109687, SRV-0103090"
APP-0011515,harness 24/365 supply-chains,"SRV-0107632, SRV-0101091, SRV-1001745, SRV-0109016"
APP-0013152,disintermediate out-of-the-box applications,"SRV-0108190, SRV-0102708, SRV-0108796"
APP-0017686,deliver sticky bandwidth,"SRV-0103669, SRV-1001514"
APP-0017112,redefine cross-media relationships,"SRV-1002621, SRV-1006104"
APP-0013415,brand distributed info-mediaries,"SRV-1003529, SRV-1008303, SRV-0102513"
APP-0014936,generate value-added action-items,"SRV-0104362, SRV-1001289, SRV-0109653"
APP-0007066,utilize seamless models,"SRV-0106063, SRV-0108286, SRV-0109256, SRV-0109980, SRV-1009130, SRV-1004101, SRV-1003424, SRV-0104830"
APP-0005257,reinvent leading-edge e-commerce,"SRV-1009904, SRV-1003861, SRV-1008798, SRV-010714, SRV-0103223"
APP-0000993,leverage ubiquitous bandwidth,"SRV-100764, SRV-0105687, SRV-1009787, SRV-0101767, SRV-1009593, SRV-1006286, SRV-0105321, SRV-0106062, SRV-1005318"
APP-0015278,grow integrated relationships,"SRV-1004141, SRV-1003688, SRV-0109681, SRV-1003992, SRV-0104648, SRV-010352, SRV-1002482, SRV-0102961"
APP-0004934,syndicate extensible functionalities,"SRV-1005975, SRV-1007681, SRV-10069"
APP-0009064,redefine cutting-edge paradigms,"SRV-1001026, SRV-01096, SRV-0108160, SRV-0105983, SRV-1006780"
APP-0005413,deploy user-centric content,"SRV-0104776, SRV-0104005, SRV-1001689, SRV-010540, SRV-1005605, SRV-1003435, SRV-1007384, SRV-0107645"
APP-0012153,strategize world-class e-tailers,"SRV-0107556, SRV-0103343, SRV-1009167, SRV-0107404, SRV-100545, SRV-0107417, SRV-1002132, SRV-010902, SRV-1006926, SRV-0102726"
APP-0014393,whiteboard value-added partnerships,"SRV-1008243, SRV-1003497"
APP-0019064,incubate leading-edge bandwidth,SRV-1007113
APP-0012390,benchmark scalable e-markets,SRV-1005783
APP-0001224,re-contextualize open-source initiatives,"SRV-010281, SRV-0101014, SRV-0105331, SRV-1001983, SRV-0101889, SRV-1006228, SRV-1003831, SRV-1005728, SRV-1009957"
APP-0011051,utilize back-end architectures,"SRV-0109190, SRV-0108033, SRV-0102701, SRV-1006966, SRV-0105583, SRV-0102718"
APP-0019508,reinvent cross-platform e-tailers,"SRV-0106145, SRV-0108318"
APP-0001858,transform clicks-and-mortar models,"SRV-0102559, SRV-0101533, SRV-1005398, SRV-1001956, SRV-0105109, SRV-0109622, SRV-0102717, SRV-0102996, SRV-0109488"
APP-0019030,evolve extensible experiences,SRV-0105357
APP-0001885,whiteboard open-source bandwidth,"SRV-1002938, SRV-0107503, SRV-0109529, SRV-0106077"
APP-0015897,maximize B2B metrics,"SRV-1001386, SRV-0105396, SRV-1009577, SRV-0109097, SRV-1004961, SRV-1003473, SRV-1008523, SRV-0103535, SRV-1009068, SRV-010851"
APP-0011011,deliver enterprise action-items,"SRV-1007866, SRV-0103284, SRV-1009420, SRV-0101237, SRV-0106998, SRV-1006841"
APP-0004974,unleash one-to-one paradigms,"SRV-1006293, SRV-1008168, SRV-0107468, SRV-1001321, SRV-010455, SRV-0101608, SRV-0108050, SRV-0103293"
APP-0006376,enhance visionary networks,"SRV-0101380, SRV-0109178, SRV-1004022"
APP-0016517,deploy impactful e-commerce,"SRV-1007792, SRV-1006281, SRV-1009401"
APP-0019289,iterate distributed solutions,"SRV-0106238, SRV-1002902, SRV-1008185, SRV-0108885, SRV-0104497"
APP-0012643,deploy seamless platforms,"SRV-1002845, SRV-1007262, SRV-01062, SRV-0109185, SRV-1001560"
APP-0007316,evolve frictionless applications,"SRV-0108959, SRV-0102456, SRV-1005885, SRV-0101223, SRV-1006786"
APP-0019060,implement value-added vortals,"SRV-1008801, SRV-010741, SRV-0105256, SRV-010910, SRV-010805, SRV-0109400, SRV-0106038, SRV-0103242, SRV-0103293"
APP-0014623,empower e-business ROI,SRV-01093
APP-0015562,engineer leading-edge communities,"SRV-1005338, SRV-0107409, SRV-1007431, SRV-1005942, SRV-1004429, SRV-1001128"
APP-0008412,seize holistic metrics,"SRV-0104293, SRV-0109190, SRV-0103760, SRV-1001198, SRV-1006803, SRV-1002089, SRV-1007246"
APP-0004074,exploit visionary technologies,"SRV-1005687, SRV-1002232, SRV-010185, SRV-0105681, SRV-0106403"
APP-0001984,scale out-of-the-box content,"SRV-1004662, SRV-1002299, SRV-0102344, SRV-1003296, SRV-100199, SRV-1006795, SRV-0109316, SRV-0105656"
APP-0001824,reinvent world-class e-services,"SRV-1003819, SRV-1008250, SRV-1009644, SRV-1006643, SRV-0107594"
APP-0012329,enable virtual models,"SRV-0102897, SRV-1001950, SRV-0103858, SRV-1007472, SRV-1006021, SRV-0109603, SRV-0109955, SRV-0108243, SRV-1005492, SRV-1001115"
APP-0008425,harness clicks-and-mortar markets,"SRV-100884, SRV-1007816, SRV-1007348"
APP-0018189,grow web-enabled infrastructures,"SRV-0108115, SRV-0102411, SRV-1005840, SRV-0109940, SRV-010946, SRV-0102884, SRV-010589, SRV-1002018, SRV-1006826, SRV-0109225"
APP-0000944,deliver back-end niches,SRV-0105053
APP-0018408,re-intermediate front-end applications,"SRV-1005512, SRV-1006840, SRV-1002809, SRV-1008384, SRV-0103311, SRV-1009709, SRV-1006215, SRV-1001533"
APP-0011324,visualize viral synergies,"SRV-1008755, SRV-0101692, SRV-0101598, SRV-1008626, SRV-1007342, SRV-1002311, SRV-0108090, SRV-1008528"
APP-0003872,re-contextualize transparent metrics,"SRV-0109345, SRV-0107294, SRV-1005143, SRV-1004130"
APP-0004446,utilize intuitive action-items,"SRV-0106758, SRV-1005478, SRV-1008265, SRV-1007019, SRV-0107118, SRV-0102217"
APP-0011671,visualize e-business experiences,"SRV-0103404, SRV-1006404"
APP-0001969,orchestrate web-enabled ROI,"SRV-1002615, SRV-0101255, SRV-0107044, SRV-0108049"
APP-0012789,empower sticky ROI,"SRV-1003916, SRV-1004945"
APP-0017949,innovate strategic portals,"SRV-1006165, SRV-1002948"
APP-0002210,disintermediate impactful systems,"SRV-1003644, SRV-1003009, SRV-1003578, SRV-01092, SRV-1005263, SRV-0109543, SRV-1004466, SRV-0109173, SRV-1004628"
APP-0004492,strategize frictionless users,"SRV-0105652, SRV-1003107"
APP-0008506,harness real-time solutions,"SRV-1002364, SRV-1005961, SRV-0109680"
APP-0018346,seize virtual e-business,"SRV-1006228, SRV-0102472, SRV-0103922, SRV-1001692, SRV-1001493, SRV-1007687, SRV-1004988, SRV-0101902, SRV-100907"
APP-0015767,drive scalable interfaces,SRV-1006872
APP-0009592,maximize dot-com deliverables,"SRV-1006842, SRV-1007521, SRV-1008210, SRV-0102176, SRV-0108382, SRV-1004344, SRV-1003177, SRV-1003619, SRV-0109876, SRV-0106449"
APP-0008769,productize e-business action-items,SRV-0104403
APP-0005249,envisioneer collaborative communities,"SRV-1009, SRV-1002094, SRV-1006297, SRV-1008774, SRV-0103428, SRV-1007925, SRV-0104696, SRV-0103139"
APP-0006342,implement B2C architectures,"SRV-0109846, SRV-0109518, SRV-100359, SRV-0102857, SRV-0108096, SRV-1008851, SRV-0107340"
APP-0006577,engineer mission-critical vortals,"SRV-1007483, SRV-1001927, SRV-0107759, SRV-1002161, SRV-1001524, SRV-0103853"
APP-0019776,benchmark wireless networks,"SRV-0105329, SRV-0106084, SRV-0101894, SRV-0101997, SRV-0101382, SRV-1006575"
APP-0017320,transition sticky functionalities,"SRV-010983, SRV-100282, SRV-1007945, SRV-1009461, SRV-0102240, SRV-10054, SRV-1002828, SRV-0107319, SRV-1009194"
APP-0013549,enable one-to-one content,"SRV-0103980, SRV-0104497, SRV-1006578"
APP-0011447,e-enable intuitive deliverables,"SRV-010673, SRV-0103085, SRV-100708, SRV-1008861, SRV-0109061, SRV-1008498, SRV-0105308"
APP-0013182,visualize intuitive partnerships,"SRV-1008913, SRV-1005062, SRV-1008080, SRV-0109867, SRV-0104165, SRV-0106972, SRV-0104875, SRV-0105624, SRV-1008944, SRV-0109077"
APP-0009930,transform cross-media initiatives,"SRV-0109784, SRV-1007420, SRV-0105052, SRV-1007923"
APP-0009952,benchmark visionary e-tailers,SRV-1009037
APP-0014015,transform global info-mediaries,"SRV-1009782, SRV-1006919, SRV-0109898, SRV-0104163, SRV-0106986, SRV-1005480, SRV-1006561, SRV-1002683, SRV-0105204"
APP-0015626,disintermediate impactful platforms,SRV-1009221
APP-0000231,embrace viral info-mediaries,"SRV-0105695, SRV-010938, SRV-100441, SRV-1009054"
APP-0010768,envisioneer turn-key architectures,"SRV-1003310, SRV-0103213, SRV-0103832, SRV-0104905"
APP-0016617,deliver mission-critical mindshare,"SRV-0106622, SRV-1001089, SRV-01027, SRV-1004907, SRV-1004019, SRV-0101015, SRV-0108093, SRV-0107177, SRV-1003814, SRV-0103738"
APP-0016723,leverage granular portals,SRV-1004372
APP-0018769,extend viral mindshare,"SRV-0101893, SRV-0109626, SRV-1009528, SRV-1006938, SRV-0109128"
